duration,total_biat,mean_flowiat,max_biat,min_idle,max_fiat,mean_fiat,total_fiat,flowPktsPerSecond,max_active,std_active,std_flowiat,mean_biat,flowBytesPerSecond,min_flowiat,max_flowiat,min_active,mean_active,max_idle,mean_idle,min_fiat,std_idle,min_biat,flow_key,packet_count
26745200.0,26494.344999999998,387.6115942028985,4620.185000000001,1089.0520000000024,4604.224999999999,742.2283055555555,26720.218999999997,2.617292074839597,801.7350000000008,178.8058110653192,929.646371392398,827.9482812499999,377.7126362861373,0.0,4547.829999999999,0.0,99.55417741935486,4547.829999999999,2938.9772857142852,0.18600000000024153,995.6794447918762,0.0,"('10.252.59.123', '10.252.59.151')",70
44324729.99999999,44036.519,2.703221930841007,2893.7269999999985,1766.9730000000002,2712.429,7.745696062992126,44266.653,369.95149209030717,918.4230000000042,17.371581896057553,30.65031976930564,4.122883531504541,230799.6461568971,0.0,2712.429,0.0,2.4303341262580047,2712.429,2239.701,0.0,472.72799999999995,0.0,"('10.252.59.123', '103.216.221.75')",16398
47007655.0,46821.022999999994,0.7703647164863981,236.6369999999982,0.0,366.8350000000018,3.006758027376231,47007.655,1298.1077230931855,229.31700000000177,3.2577022093839663,3.2577022093839663,1.0316409166024016,1315603.3203528235,0.0,229.31700000000177,0.0,0.7703647164863981,0.0,0.0,0.005000000001587068,0.0,0.0,"('10.252.59.123', '104.18.22.251')",61021
152673.9999999993,0.0,152.6739999999993,0.0,0.0,0.0,0.0,0.0,13.099807432830797,152.6739999999993,0.0,0.0,0.0,792.5383496862632,152.6739999999993,152.6739999999993,152.6739999999993,152.6739999999993,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '104.18.32.47')",2
17816056.0,17666.942,5938.685333333334,17666.942,17577.240999999998,17726.355,17726.355,17726.355,0.22451658212120573,149.11399999999998,29.706499999999195,8229.737378584905,17666.942,13.583253218332947,89.70100000000159,17577.240999999998,89.70100000000159,119.40750000000078,17577.240999999998,17577.240999999998,17726.355,0.0,17666.942,"('10.252.59.123', '104.21.27.25')",4
9912405.0,2833.911,103.25421875,1638.1809999999994,1015.4889999999988,4014.5199999999973,247.81012500000003,9912.405,9.785717996792908,260.8110000000004,39.337495560976016,487.902433151325,51.52565454545454,5402.321636373817,0.0,4014.5199999999973,0.0,13.916467391304367,4014.5199999999973,2158.0224999999996,0.0,1127.8025839424417,0.0,"('10.252.59.123', '13.107.139.11')",97
391049.9999999999,204.68099999999902,19.5525,95.91899999999853,0.0,141.5860000000002,43.44999999999998,391.04999999999984,53.701572688914474,134.92500000000086,35.46869996701342,35.46869996701342,20.4680999999999,28344.201508758477,0.0,134.92500000000086,0.0,19.5525,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '13.107.213.254')",21
9935081.0,9831.054,320.4864838709677,9319.312,9176.348,9176.348,662.3387333333333,9935.080999999998,3.220909824489604,203.63799999999975,50.41397636922387,1617.612136044358,655.4036,1165.768049601206,0.0,9176.348,0.0,25.291099999999997,9176.348,9176.348,0.0,0.0,0.0,"('10.252.59.123', '13.107.246.72')",32
53115.999999999716,0.5380000000001495,17.705333333333243,0.5380000000001495,0.0,53.115999999999715,53.115999999999715,53.115999999999715,75.30687551773516,52.48099999999978,24.590768787403764,24.590768787403764,0.5380000000001495,4066.571277957699,0.0969999999997917,52.48099999999978,0.0969999999997917,17.705333333333243,0.0,0.0,53.115999999999715,0.0,0.5380000000001495,"('10.252.59.123', '13.107.3.254')",4
50461950.0,32854.136999999995,305.83,7327.042,1069.347999999998,7240.57,520.2262886597939,50461.950000000004,3.289607317989099,720.66,125.69496696710453,906.2440729506093,490.3602537313432,467.8970987050639,0.0,7240.57,0.0,63.917577181208074,7240.57,2558.6394375,0.0,1643.8276799679297,0.047999999999603915,"('10.252.59.123', '13.107.6.158')",166
14211928.0,13940.934,364.40841025641026,5435.460000000001,1006.851000000001,5195.064,659.9612380952382,13859.186000000002,2.814537197205052,966.774,181.75527350726492,1010.0419426694483,820.0549411764705,666.9749523076672,0.0,5195.064,0.0,113.81827777777772,5195.064,3371.490000000001,0.013000000000040757,1752.112160414966,0.0,"('10.252.59.123', '13.69.116.108')",40
23651735.999999993,0.0,3378.819428571427,0.0,1434.7990000000052,11909.606999999995,3378.819428571427,23651.73599999999,0.3382415565605841,852.9049999999997,237.24579468887538,3925.7439247733064,0.0,18.26504405427154,342.0229999999975,11909.606999999995,342.0229999999975,517.5093333333317,11909.606999999995,5524.802,342.0229999999975,4022.7213944087002,0.0,"('10.252.59.123', '142.250.182.74')",8
310897.9999999999,208.09099999999992,19.431124999999994,135.13300000000007,0.0,154.45200000000003,29.401499999999988,176.40899999999993,54.68031315736996,133.70000000000005,39.89305180397178,39.89305180397178,23.121222222222215,9186.292610438153,0.0,133.70000000000005,0.0,19.431124999999994,0.0,0.0,0.06499999999998174,0.0,0.0,"('10.252.59.123', '142.250.192.234')",17
63152962.0,63071.743,2428.960076923077,15716.459,1055.131000000003,9875.806999999999,2377.499375,19019.995,0.4275333910703982,641.7859999999997,191.95250898774788,4329.537837709079,3710.102529411765,47.377033558615985,0.0,15716.459,0.0,133.2175555555555,15716.459,7594.38075,0.0809999999997757,4722.072485030109,0.0,"('10.252.59.123', '142.250.206.10')",27
5878687.000000001,5836.412,106.88521818181822,4881.706,4837.196999999999,4939.010999999999,265.4243181818182,5839.335,9.525936658985245,236.2219999999997,46.286508298818234,645.3456993729424,182.387875,3041.8357024281095,0.0,4837.196999999999,0.0,19.28685185185189,4837.196999999999,4837.196999999999,0.0,0.0,0.0,"('10.252.59.123', '142.250.206.65')",56
14525563.000000002,14029.038,2905.1126000000004,13984.568,13984.568,14482.461000000001,7262.781500000001,14525.563000000002,0.41306488430087007,496.4019999999998,209.22205951377896,5542.887522428814,7014.519,28.226100427226122,0.12300000000209366,13984.568,0.12300000000209366,135.2487500000006,13984.568,13984.568,43.102000000001084,0.0,44.470000000000454,"('10.252.59.123', '142.250.67.46')",6
102540.00000000007,102.01300000000013,34.18000000000003,102.01300000000013,0.0,102.41000000000011,102.41000000000011,102.41000000000011,39.00916715428123,101.88300000000017,47.87352475707922,47.87352475707922,102.01300000000013,2818.4123268968187,0.12999999999996348,101.88300000000017,0.12999999999996348,34.18000000000003,0.0,0.0,102.41000000000011,0.0,102.01300000000013,"('10.252.59.123', '142.250.76.65')",4
95844.00000000048,0.0,95.84400000000048,0.0,0.0,0.0,0.0,0.0,20.867242602562392,95.84400000000048,0.0,0.0,0.0,1262.4681774550247,95.84400000000048,95.84400000000048,95.84400000000048,95.84400000000048,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '142.251.10.84')",2
4181188.0000000005,4091.8360000000007,58.07205555555556,2290.362,1281.2679999999998,2300.053999999999,181.79078260869565,4181.188,17.459152757541634,150.4019999999997,25.867312166626668,300.25485576172935,85.24658333333335,12616.749115323202,0.0,2244.8179999999998,0.0,9.358600000000015,2244.8179999999998,1763.0429999999997,0.0,481.775,0.0,"('10.252.59.123', '142.251.220.110')",73
22432616.0,22370.096999999998,116.83654166666666,21509.329,21405.751000000004,21405.751000000004,373.2876833333335,22397.26100000001,8.603544053890104,328.638999999999,27.167011928489018,1540.6500829234185,170.76409923664121,7288.137950562698,0.0,21405.751000000004,0.0,5.376256544502604,21405.751000000004,21405.751000000004,0.0,0.0,0.0,"('10.252.59.123', '142.251.221.182')",193
29066058.0,28915.307,5813.2116,28697.768,28697.768,28848.638000000003,14533.029,29066.058,0.206426340991957,217.32300000000038,94.8901853262501,11442.592963310904,14457.6535,14.105799967783728,0.09699999999668307,28697.768,0.09699999999668307,92.07249999999968,28697.768,28697.768,217.41999999999706,0.0,217.53900000000215,"('10.252.59.123', '142.251.222.138')",6
486481.99999999965,377.2099999999998,27.026777777777756,146.80400000000037,0.0,182.58699999999982,53.113,371.791,39.05591573788961,114.69099999999966,40.37264818957891,40.37264818957891,37.72099999999998,17922.55417466629,0.0,114.69099999999966,0.0,27.026777777777756,0.0,0.0,0.07399999999968543,0.0,0.0,"('10.252.59.123', '142.251.43.206')",19
2336581.0000000023,2298.385999999997,35.94740000000004,788.0160000000025,0.0,937.5689999999998,101.59047826086969,2336.581000000003,28.246399333042564,788.0160000000025,128.49574855508783,128.49574855508783,56.058195121951144,18079.407476137123,0.0,788.0160000000025,0.0,35.94740000000004,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '150.171.22.11')",66
8775504.0,8722.072,237.17578378378374,8522.104000000001,8455.998,8455.998,585.0335999999999,8775.503999999997,4.330235619515415,65.95000000000084,18.15959818831684,1369.9208160380997,415.3367619047619,1269.1008972248203,0.0,8455.998,0.0,8.875166666666681,8455.998,8455.998,0.0,0.0,0.0,"('10.252.59.123', '150.171.22.254')",38
30683608.0,30607.978,10227.869333333334,30607.978,30607.978,0.0,0.0,0.0,0.13036276568257554,75.63000000000031,37.815000000000154,14410.946115669189,15303.989,7.039589346859079,0.0,30607.978,0.0,37.815000000000154,30607.978,30607.978,0.0,0.0,0.0,"('10.252.59.123', '150.171.27.10')",4
150461.99999999744,0.0,150.46199999999743,0.0,0.0,0.0,0.0,0.0,13.292392763621606,150.46199999999743,0.0,0.0,0.0,804.1897621991072,150.46199999999743,150.46199999999743,150.46199999999743,150.46199999999743,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '150.171.28.11')",2
54597.000000000226,0.0,18.199000000000073,0.0,0.0,54.59700000000023,54.59700000000023,54.59700000000023,73.26409876000483,54.501999999999825,25.670126775430184,25.670126775430184,0.0,3956.2613330402605,0.0,54.501999999999825,0.0,18.199000000000073,0.0,0.0,54.59700000000023,0.0,0.0,"('10.252.59.123', '150.171.31.254')",4
152429.99999999895,0.0,152.42999999999896,0.0,0.0,0.0,0.0,0.0,13.120776749983689,152.42999999999896,0.0,0.0,0.0,793.8069933740131,152.42999999999896,152.42999999999896,152.42999999999896,152.42999999999896,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '151.101.66.137')",2
75235604.00000001,26720.222000000005,3419.800181818182,26038.781,1355.3890000000024,26082.405000000002,4702.22525,75235.604,0.3057063248937298,641.759999999998,183.6244242928346,7512.080915352162,5344.044400000001,49.29846778394973,0.09999999999976694,26028.300000000003,0.09999999999976694,134.23899999999986,26028.300000000003,12181.296666666669,25.477999999999668,10063.53902023544,20.046000000000674,"('10.252.59.123', '157.240.23.54')",23
72085.99999999876,0.0,72.08599999999876,0.0,0.0,0.0,0.0,0.0,27.7446383486396,72.08599999999876,0.0,0.0,0.0,2497.017451377564,72.08599999999876,72.08599999999876,72.08599999999876,72.08599999999876,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '162.159.200.1')",2
3548327.999999998,3117.0509999999967,93.3770526315789,589.6870000000014,0.0,560.8469999999954,161.28763636363627,3548.3279999999977,10.99109214255278,481.64400000000285,143.61229624380485,143.61229624380485,207.80339999999978,6796.15864147847,0.0,481.64400000000285,0.0,93.3770526315789,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '172.178.240.162')",39
70288.99999999983,0.0,35.14449999999991,0.0,0.0,70.28899999999982,70.28899999999982,70.28899999999982,42.68093158246678,69.8780000000001,34.73350000000019,34.73350000000019,0.0,4083.142454722655,0.41099999999971715,69.8780000000001,0.41099999999971715,35.14449999999991,0.0,0.0,70.28899999999982,0.0,0.0,"('10.252.59.123', '172.188.155.25')",3
53096.99999999973,0.0,17.69899999999991,0.0,0.0,53.096999999999724,53.096999999999724,53.096999999999724,75.33382300318324,52.74499999999982,24.781680908821812,24.781680908821812,0.0,4068.026442171895,0.0,52.74499999999982,0.0,17.69899999999991,0.0,0.0,53.096999999999724,0.0,0.0,"('10.252.59.123', '172.202.65.254')",4
26010068.000000004,0.0,2000.774461538462,0.0,1193.9029999999989,7463.203,2000.774461538462,26010.068000000007,0.5382531102955977,565.5020000000022,165.11477695639414,2062.6765565573965,0.0,29.06566795596228,106.59300000000371,7463.203,106.59300000000371,408.8622000000001,7463.203,2995.7196250000006,106.59300000000371,2079.1730562965367,0.0,"('10.252.59.123', '172.217.24.138')",14
19296291.0,19046.147999999997,3859.2581999999993,18941.928,18941.928,19192.304,9648.1455,19296.291,0.3109405843848437,249.9929999999999,102.32974624314988,7541.890291931523,9523.073999999999,21.247606599630988,0.15000000000142677,18941.928,0.15000000000142677,88.59074999999984,18941.928,18941.928,103.98700000000005,0.0,104.21999999999798,"('10.252.59.123', '172.217.24.174')",6
69396778.00000001,69313.131,3469.8389,29759.781000000003,1137.4720000000025,232.79399999999927,232.79399999999927,232.79399999999927,0.30260770896308753,895.1130000000021,259.12343983121303,6714.610999636272,3850.7294999999995,34.59814805811301,83.64700000000002,29759.781000000003,83.64700000000002,384.0027999999992,29759.781000000003,6555.675000000001,232.79399999999927,8429.71458138865,241.91899999999578,"('10.252.59.123', '172.217.24.3')",21
61931538.99999999,20288.231999999996,4763.964538461538,20225.247999999996,1346.1730000000002,21029.944,6193.153899999999,61931.539,0.22605606490741334,666.7969999999955,232.28039770852865,7298.5848088786315,10144.115999999998,31.583261639921467,0.14700000000000824,20985.538,0.14700000000000824,206.03228571428514,20985.538,10081.552166666666,19.040999999999976,7927.169413192483,62.98399999999993,"('10.252.59.123', '172.217.26.106')",14
2509114.0,2400.095,278.79044444444446,2400.095,2324.631,2433.5139999999997,501.82280000000003,2509.114,3.985470568495493,108.88300000000007,40.75712587676387,724.3338451124301,800.0316666666666,225.5776341768449,0.0,2324.631,0.0,23.060375000000022,2324.631,2324.631,0.0019999999998354667,0.0,0.0,"('10.252.59.123', '172.64.146.98')",10
70759285.99999999,70638.95499999999,1912.413135135135,19901.325999999997,1178.4020000000055,19915.737999999998,2395.1912307692305,31137.485999999997,0.5370319875754541,527.2179999999978,140.52742219917022,4664.3507156544365,3071.2589130434776,47.499066058976354,0.321000000001348,19901.325999999997,0.321000000001348,155.91235714285725,19901.325999999997,7377.082222222221,184.4410000000014,7065.357777852201,9.52099999999989,"('10.252.59.123', '172.64.148.235')",38
73623.00000000044,0.0,73.62300000000045,0.0,0.0,0.0,0.0,0.0,27.165423848525435,73.62300000000045,0.0,0.0,0.0,1643.5081428357887,73.62300000000045,73.62300000000045,73.62300000000045,73.62300000000045,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '172.67.71.145')",2
14938811.999999998,14607.266999999996,533.529,10019.536000000002,3487.254,10022.439999999999,1633.619333333333,14702.573999999997,1.9412520888541875,353.9349999999999,106.74135938169626,1936.025645890774,811.5148333333332,1147.4138639672285,0.0,10019.165000000005,0.0,55.09203846153824,10019.165000000005,6753.209500000003,12.979999999998881,3265.9555000000023,0.0,"('10.252.59.123', '185.159.159.140')",29
45184889.0,44895.018,71.608381933439,10097.832000000004,2527.743000000001,9766.089999999998,291.25510389610395,44853.28600000001,13.986976929388938,560.2700000000027,63.78111827126613,598.7566405947034,94.31726470588235,12483.04494009048,0.0,9766.089999999998,0.0,18.086649600000033,9766.089999999998,5646.788833333329,0.0010000000010279564,2428.675978598451,0.0,"('10.252.59.123', '185.159.159.148')",632
3131689.999999999,3014.5839999999994,48.93265624999999,2173.722999999999,2036.0990000000002,2036.0990000000002,92.10852941176468,3131.689999999999,20.755566483272617,235.79799999999906,39.898455055819646,253.46963524177917,103.95117241379309,9060.603060967085,0.0,2036.0990000000002,0.0,17.390333333333317,2036.0990000000002,2036.0990000000002,0.0,0.0,0.0,"('10.252.59.123', '20.190.145.142')",65
1319523.9999999977,1251.6670000000013,13.745041666666642,285.3630000000003,0.0,431.439000000001,33.833948717948665,1319.5239999999978,73.51135712575153,285.3630000000003,38.09618764607462,38.09618764607462,22.351196428571452,55992.16080950413,0.0,285.3630000000003,0.0,13.745041666666642,0.0,0.0,0.0,0.0,0.0,"('10.252.59.123', '20.190.146.37')",97
68723168.0,68539.65999999999,1493.981913043478,14077.760000000002,1513.9139999999998,14302.484,1968.6924117647059,33467.771,0.6839032798953623,839.4680000000001,215.68569447342094,3429.923546878698,2447.845,197.72080355783365,0.0,14077.760000000002,0.0,158.5082105263157,14077.760000000002,7837.482,0.15300000000451064,4325.808239470861,0.0,"('10.252.59.123', '20.195.65.193')",47
