duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
11915783.882141113,11823266.983032227,11888769.86503601,74.14817810058594,0.0,2407285.9287261963,2393014.907836914,656848.1657240125,625724.7297387375,3.272969733737081,558.1672230534699,0.0,2393014.907836914,313573.2600563451,610488.0476055067,0.0,134094.55383525175,866884.9468231201,280236.9337318735,1063147.0680236816,1839142.2629356384,2393014.907836914,521452.3174654434
60006334.06639099,60006334.06639099,0.0,19969254.970550537,0.0,40037079.095840454,0.0,30003167.033195496,0.0,0.04999472216850976,6.749287492748818,19969254.970550537,40037079.095840454,30003167.033195496,10033912.062644958,0.0,0.0,0.0,0.0,19969254.970550537,30003167.033195496,40037079.095840454,10033912.062644958
1022862.1959686279,1022862.1959686279,0.0,1022862.1959686279,0.0,1022862.1959686279,0.0,1022862.1959686279,0.0,1.9552976030227065,414.5230918408138,1022862.1959686279,1022862.1959686279,1022862.1959686279,0.0,0.0,0.0,0.0,0.0,1022862.1959686279,1022862.1959686279,1022862.1959686279,0.0
39697499.03678894,6087433.099746704,39600884.91439819,275979.99572753906,24151.086807250977,3903950.9296417236,33651613.95072937,869633.2999638149,4950110.614299774,0.4282385644558,41.36280722567198,24151.086807250977,33610065.93704224,2481093.689799309,8089191.06584001,24151.086807250977,155963.01215035576,370543.0030822754,129697.5454226019,3903950.9296417236,18757008.43334198,33610065.93704224,14853057.503700256
60008166.790008545,60008166.790008545,0.0,60008166.790008545,0.0,60008166.790008545,0.0,60008166.790008545,0.0,0.03332879684524879,3.4328660750606255,60008166.790008545,60008166.790008545,60008166.790008545,0.0,0.0,0.0,0.0,0.0,60008166.790008545,60008166.790008545,60008166.790008545,0.0
60007097.95951843,60007097.95951843,0.0,60007097.95951843,0.0,60007097.95951843,0.0,60007097.95951843,0.0,0.033329390488925595,3.9661974681821457,60007097.95951843,60007097.95951843,60007097.95951843,0.0,0.0,0.0,0.0,0.0,60007097.95951843,60007097.95951843,60007097.95951843,0.0
57551333.18901062,9928407.192230225,57475257.15827942,1130825.0427246094,1212037.8017425537,8797582.149505615,24847962.141036987,4964203.596115112,14368814.289569855,0.13900633672075546,12.823334562489691,31835.79444885254,24847962.141036987,8221619.027001517,10267840.14781895,31835.79444885254,52429.5965830485,76076.03073120117,18189.530839450556,1130825.0427246094,14348511.099815369,24847962.141036987,9844244.546856083
51199241.87660217,51199241.87660217,0.0,3070958.8527679443,0.0,39525739.908218384,0.0,12799810.469150543,0.0,0.09765769602703782,16.308835236515314,3070958.8527679443,39525739.908218384,12799810.469150543,15439070.26905892,0.0,0.0,0.0,0.0,3070958.8527679443,12799810.469150543,39525739.908218384,15439070.26905892
40038930.892944336,40038930.892944336,0.0,40038930.892944336,0.0,40038930.892944336,0.0,40038930.892944336,0.0,0.049951383700718145,6.7434367995969495,40038930.892944336,40038930.892944336,40038930.892944336,0.0,0.0,0.0,0.0,0.0,40038930.892944336,40038930.892944336,40038930.892944336,0.0
27880685.091018677,27880685.091018677,27799725.05569458,0.0,0.0,15442879.915237427,20747462.98789978,224844.23460498932,166465.41949517714,10.509067443768997,7806.91002711825,0.0,14704836.84539795,95481.79825691327,930061.2325407024,0.0,16639.99738990229,993737.9360198975,86197.96477665234,3238934.9937438965,7690575.281778972,14704836.84539795,5019428.73040996
28206372.9763031,28206372.9763031,27933594.942092896,0.0,0.0,16306455.850601196,20064704.89501953,1128254.919052124,1117343.7976837158,1.8435550023991578,751.5322873241797,0.0,15186235.904693604,553066.1367902568,2143942.402871308,0.0,153258.55194254123,957493.0667877197,241306.803890872,1041315.0787353516,5250805.2587509155,15186235.904693604,5828730.570341592
39667896.032333374,39667896.032333374,3858316.8983459473,0.0,46.01478576660156,26139412.16468811,2957402.9445648193,1724691.1318405815,643052.8163909912,0.781488384832204,497.7576825326409,0.0,26139335.15548706,1322263.201077779,4944024.851686518,0.0,35888.48643832737,779764.1754150391,148102.50365422078,2889388.7996673584,12899635.632832846,26139335.15548706,9762582.475703102
1452943.0866241455,1179744.005203247,1163288.1164550781,0.0,0.0,303622.9610443115,305147.1710205078,147468.00065040588,116328.81164550781,13.765164089440827,7165.456166758422,0.0,302922.96409606934,76470.68876969187,123936.57340943483,0.0,76470.68876969187,302922.96409606934,123936.57340943483,0.0,0.0,0.0,0.0
10625.839233398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.22042721234968,30868.150062825345,10625.839233398438,10625.839233398438,10625.839233398438,0.0,10625.839233398438,10625.839233398438,10625.839233398438,0.0,0.0,0.0,0.0,0.0
10444.879531860352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.48138510351754,24796.83937090552,10444.879531860352,10444.879531860352,10444.879531860352,0.0,10444.879531860352,10444.879531860352,10444.879531860352,0.0,0.0,0.0,0.0,0.0
73729.03823852539,61638.832092285156,66133.02230834961,0.0,0.0,26973.962783813477,27395.963668823242,4402.773720877512,1377.771298090617,868.0433317595928,952406.2930649782,0.0,26848.07777404785,1170.3021942623077,3910.7936014090315,0.0,1170.3021942623077,26848.07777404785,3910.7936014090315,0.0,0.0,0.0,0.0
18956.899642944336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.50248393304071,14401.089056860057,18956.899642944336,18956.899642944336,18956.899642944336,0.0,18956.899642944336,18956.899642944336,18956.899642944336,0.0,0.0,0.0,0.0,0.0
