duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
1439078562.9749298,1439078562.9749298,0.0,0.0,0.0,17950589.179992676,0.0,865350.9097864882,0.0,1.1562954537798842,404.4650618634363,0.0,17950589.179992676,865350.9097864882,1260172.15495212,0.0,326831.5004022329,999639.9879455566,269304.57680220326,1007043.8385009766,2228228.056253648,17950589.179992676,1682882.053106147
1418524555.2062988,1418418942.2130585,1173000970.1251984,46309.23271179199,0.0,245108672.1420288,245085453.98712158,83436408.36547403,78200064.67501323,0.02396856640599733,3.854709444352747,0.0,245005332.94677734,42985592.582009055,83768417.7418361,0.0,78159.97167067094,569103.9562225342,111818.78636996938,3443396.0914611816,128800457.80268583,245005332.94677734,100025655.6427696
1439002769.947052,1439002769.947052,0.0,0.0,0.0,15776729.106903076,0.0,959975.1634069727,0.0,1.042388542487095,304.82012207394126,0.0,15776729.106903076,959975.1634069727,1359373.572021653,0.0,327087.4235889699,995367.0501708984,273975.0078594488,1005825.0427246094,2267166.609656835,15776729.106903076,1724390.816547959
1441097347.021103,1441097347.021103,0.0,0.0,0.0,17410772.08518982,0.0,919653.6994391212,0.0,1.0880597367285547,364.5000118040659,0.0,17410772.08518982,919653.6994391212,1295336.593810251,0.0,340201.2887402116,995548.9635467529,285209.6271862501,1001614.8090362549,2167166.9377647415,17410772.08518982,1684036.3954803643
1438990907.907486,1438990907.907486,0.0,0.0,0.0,17374861.9556427,0.0,923021.7497802989,0.0,1.0840930206212906,337.89720096776335,0.0,17374861.9556427,923021.7497802989,1344579.2195472277,0.0,329899.07132377237,998763.0844116211,270335.1873954198,1002685.7852935791,2264372.409637004,17374861.9556427,1770981.305902993
1222463627.8152466,1222463627.8152466,0.0,0.0,0.0,19350653.886795044,0.0,1165360.941673257,0.0,0.8589212604030855,270.56019702697193,0.0,19350653.886795044,1165360.941673257,1676644.7823849753,0.0,343680.5662394299,980016.9467926025,297722.90443300875,1002686.0237121582,2525814.0189738213,19350653.886795044,2085684.1749117577
1393688315.8683777,1393688315.8683777,0.0,0.0,0.0,339327049.97062683,0.0,1789073.576211011,0.0,0.5596660251212614,185.46829808137085,0.0,339327049.97062683,1789073.576211011,12225169.042741114,0.0,349427.23154188035,999850.9883880615,289294.3463549465,1000540.9717559814,3553668.667248317,339327049.97062683,18080011.614852518
833649724.9603271,833649724.9603271,0.0,0.0,0.0,13728927.850723267,0.0,1371134.4160531696,0.0,0.7305226425030992,230.11463238847622,0.0,13728927.850723267,1371134.4160531696,1610449.7320380996,0.0,347376.716471164,997083.9023590088,296396.3195355032,1008086.9197845459,2516173.5155856567,13728927.850723267,1706672.4895170177
1025442392.8260803,1025442392.8260803,0.0,0.0,0.0,13740783.92982483,0.0,929684.8529701544,0.0,1.0766085035332096,337.4660560368426,0.0,13740783.92982483,929684.8529701544,1243821.1844299473,0.0,332859.2251654798,999359.8461151123,278564.9285041798,1006270.8854675293,2213712.5607899255,13740783.92982483,1514441.1390569669
1439064568.9964294,1439064568.9964294,0.0,0.0,0.0,25067605.018615723,0.0,903935.0307766517,0.0,1.1069690925063367,373.6545333577274,0.0,25067605.018615723,903935.0307766517,1292413.871127785,0.0,340104.50725017407,998532.0568084717,279159.37008722546,1001614.8090362549,2160831.0659807064,25067605.018615723,1712212.040974043
1317588451.8623352,1317588451.8623352,0.0,0.0,0.0,139266713.14239502,0.0,3302226.69639683,0.0,0.30358493157299843,92.21847673927188,0.0,139266713.14239502,3302226.69639683,10265507.010219088,0.0,349891.1760291275,932775.9742736816,301662.1501678488,1008086.9197845459,6152757.543648405,139266713.14239502,13802113.66707049
1439064568.9964294,1439064568.9964294,0.0,0.0,0.0,20538105.964660645,0.0,946130.5516084349,0.0,1.0576314870022878,337.04811476127963,0.0,20538105.964660645,946130.5516084349,1369688.9171000319,0.0,338217.9390592456,997083.9023590088,282203.80776499346,1001142.9786682129,2256547.9882030566,20538105.964660645,1798492.7708275472
1438990907.907486,1438990907.907486,0.0,0.0,0.0,599476052.9994965,0.0,2560482.0425400105,0.0,0.3912463914165299,126.88266409236995,0.0,599476052.9994965,2560482.0425400105,25322300.580102164,0.0,349511.993055975,997083.9023590088,299088.4042775977,1006991.8632507324,4867930.78509244,599476052.9994965,36054110.68997081
1381405730.9627533,1381405730.9627533,0.0,0.0,0.0,125655405.99822998,0.0,2249846.4673660477,0.0,0.44519867423120035,142.65178982764283,0.0,125655405.99822998,2249846.4673660477,8733727.53607054,0.0,334949.8651572824,958262.2051239014,295623.8496387111,1004689.9318695068,5019198.923946852,125655405.99822998,13171699.354571346
